ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,Quintil,int_rc,Tasa_Interes_Completa
10998,343,0.0745006808725572,148754,42,9,1,17465,4,27,Rent,High School,Widowed,11,209580.0,3,0.22212308473209316,0.37212308473209316
10999,527,0.0617233028542182,148078,88,6,13,14511,1,18,Rent,Bachelor,Widowed,3,130599.0,4,0.24744119327389863,0.3974411932738986
11000,811,0.0941963837285086,157370,34,9,14,13590,5,17,Mortgage,PhD,Single,1,176670.0,1,0.11807456050212094,0.2680745605021209
11001,798,0.2385310865701253,81288,87,7,17,2157,13,12,Rent,High School,Single,15,32355.0,4,0.253517840712423,0.403517840712423
11002,705,0.2267066588582574,89735,22,6,13,1696,13,19,Rent,High School,Widowed,25,25440.0,5,0.2314131293446583,0.3814131293446583
11003,675,0.8089705592655932,159821,74,7,17,5213,5,6,Rent,High School,Widowed,24,57343.0,5,0.25504106448542313,0.4050410644854231
11004,714,0.1861175621413864,160646,57,5,12,13357,1,29,Rent,Bachelor,Widowed,17,106856.0,2,0.20237094490345214,0.3523709449034521
11005,748,0.113623127708816,55990,45,6,4,2275,1,24,Rent,Bachelor,Widowed,22,9100.0,5,0.2536655209441872,0.4036655209441872
11006,581,0.3948671476544286,51136,33,1,1,9119,11,2,Rent,PhD,Widowed,4,155023.0,5,0.22740272851170293,0.3774027285117029
11007,480,0.5464582862436067,190220,46,8,16,11396,5,2,Rent,Masters,Widowed,4,193732.0,4,0.24172216575177613,0.3917221657517761
11008,357,0.1240950681876141,123064,52,0,7,15721,16,10,Rent,High School,Widowed,26,188652.0,5,0.22747058731363504,0.37747058731363503
11009,319,0.0880960004264352,114298,21,5,12,6028,10,19,Mortgage,Masters,Widowed,20,60280.0,4,0.2440871085238639,0.39408710852386386
11010,416,0.4249531688351475,77086,53,6,4,18143,0,23,Rent,Masters,Widowed,7,381003.0,2,0.19586518972663686,0.3458651897266368
11011,660,0.1335408179676553,135850,33,3,6,10394,5,19,Mortgage,High School,Widowed,0,31182.0,2,0.19360232292773596,0.34360232292773596
11012,600,0.7925195025621709,129646,65,9,9,4383,15,14,Rent,High School,Widowed,8,61362.0,5,0.24313299064416477,0.39313299064416474
11013,756,0.0205845945495644,68848,53,8,1,15037,5,18,Mortgage,Masters,Widowed,13,105259.0,3,0.2219048174849283,0.3719048174849283
11014,562,0.1811742284405968,138799,88,4,4,10321,4,14,Mortgage,High School,Widowed,23,206420.0,5,0.24557702587969985,0.39557702587969984
11015,790,0.0987406348428414,59665,79,8,12,10452,18,25,Rent,PhD,Widowed,17,156780.0,4,0.2493858176699149,0.3993858176699149
11016,823,0.280831268770402,162436,51,7,11,8453,11,27,Mortgage,High School,Divorced,2,33812.0,4,0.24847796765721705,0.39847796765721705
11017,657,0.3771296965161544,21419,28,1,1,11118,3,21,Rent,Masters,Widowed,28,44472.0,5,0.2376415683377689,0.38764156833776886
11018,457,0.9719361346199962,148196,81,8,7,14234,5,0,Rent,Masters,Widowed,1,241978.0,4,0.24451823036525516,0.39451823036525513
11019,350,0.1819854523198197,163025,20,2,12,13733,16,21,Own,Masters,Widowed,0,96131.0,5,0.23035694647856125,0.3803569464785612
11020,740,0.1171322809124022,116877,87,7,5,9306,1,17,Mortgage,Masters,Widowed,17,148896.0,4,0.2433757227345492,0.3933757227345492
11021,505,0.2843368039756481,137489,19,8,2,8541,4,9,Rent,PhD,Widowed,5,153738.0,4,0.24107815965572524,0.39107815965572523
11022,822,0.5455340484211137,168996,51,9,14,12080,2,4,Own,Bachelor,Widowed,14,48320.0,3,0.22903509647737372,0.3790350964773737
11023,514,0.12836668038577,31674,49,8,8,7108,4,5,Mortgage,Bachelor,Widowed,8,120836.0,2,0.19605912250131505,0.34605912250131504
11024,522,0.5373689679529517,186643,30,8,0,19542,12,12,Rent,Masters,Divorced,9,58626.0,5,0.22758069390572422,0.37758069390572424
11025,814,0.171967303085195,67201,45,8,9,19619,1,6,Own,Bachelor,Widowed,5,333523.0,4,0.24521478271182778,0.39521478271182775
11026,476,0.656342711827123,81853,48,8,2,19170,0,1,Rent,High School,Single,3,230040.0,4,0.24629307957622085,0.39629307957622084
11027,414,0.5996457113921962,79084,71,6,11,17166,2,8,Rent,High School,Widowed,9,154494.0,3,0.22647537626225178,0.3764753762622518
11028,719,0.7428488311207355,120790,44,8,8,7139,6,20,Mortgage,PhD,Single,6,142780.0,5,0.27365708490583973,0.42365708490583975
11029,599,0.0746627920041875,85954,52,6,17,17149,14,7,Mortgage,Masters,Single,23,85745.0,3,0.22904463723887217,0.37904463723887216
11030,654,0.4440072543847295,78723,89,0,1,6229,14,23,Rent,High School,Widowed,3,37374.0,4,0.24888537222741544,0.39888537222741544
11031,848,0.1969428325456834,79469,54,8,9,6058,13,3,Own,High School,Widowed,10,48464.0,2,0.19575238226421995,0.34575238226421995
11032,738,0.8076810135764236,80405,66,3,4,9137,4,4,Rent,Masters,Widowed,4,137055.0,1,0.07139132249841995,0.22139132249841995
11033,568,0.9191342220348124,76380,51,7,19,16495,6,4,Rent,Masters,Widowed,5,148455.0,4,0.24640482245762807,0.3964048224576281
11034,773,0.109288585273655,139465,20,3,14,7618,10,2,Mortgage,Masters,Single,22,60944.0,4,0.24894905410173837,0.39894905410173837
11035,522,0.2692644426631165,126646,61,6,6,7104,6,29,Rent,High School,Widowed,24,134976.0,4,0.24698101949898393,0.3969810194989839
11036,528,0.0001734286728399,72846,73,7,18,2219,0,3,Own,High School,Single,22,33285.0,4,0.2540625449987691,0.40406254499876915
11037,332,0.5097533871913349,166021,83,0,0,7076,11,6,Rent,Masters,Widowed,6,134444.0,5,0.23689332338439414,0.38689332338439414
11038,674,0.6407554322260336,50654,33,1,10,6231,5,8,Rent,PhD,Widowed,4,118389.0,5,0.24519665608897534,0.39519665608897536
11039,700,0.3165369318758103,36837,40,8,6,10057,4,10,Rent,Masters,Widowed,22,50285.0,3,0.22293337250192402,0.37293337250192404
11040,784,0.422553992095127,76631,80,9,16,9020,4,14,Rent,Masters,Widowed,26,171380.0,4,0.24722174289797771,0.39722174289797774
11041,614,0.6082119185225389,103627,33,9,7,14154,18,15,Mortgage,High School,Divorced,7,155694.0,2,0.2012255110017062,0.3512255110017062
11042,773,0.3065757520587573,74478,74,7,10,7994,3,18,Rent,PhD,Widowed,15,71946.0,5,0.2531843017906042,0.40318430179060416
11043,746,0.4129763091517641,169014,71,8,11,13077,6,6,Rent,Masters,Single,6,117693.0,1,0.10388228262172788,0.25388228262172785
11044,300,0.67281724691983,174370,64,8,7,15028,3,7,Rent,PhD,Widowed,8,210392.0,4,0.24708263742493103,0.397082637424931
11045,669,0.1114259231323081,38072,43,1,14,19368,0,12,Rent,Masters,Married,1,387360.0,4,0.2513819643798465,0.4013819643798465
11046,762,0.557394347897432,120020,76,9,3,14547,13,21,Rent,Masters,Widowed,15,247299.0,3,0.22608288569904092,0.3760828856990409
11047,555,0.7607956945306897,113842,81,9,11,12481,0,4,Mortgage,High School,Widowed,20,249620.0,5,0.2512659271568194,0.4012659271568194
11048,604,0.4793270368495074,171781,32,7,2,1531,13,1,Rent,High School,Widowed,6,26027.0,2,0.19108701518403765,0.3410870151840376
11049,609,0.4255722656963295,188556,49,1,0,4650,1,1,Rent,PhD,Widowed,29,60450.0,4,0.24880945726999662,0.3988094572699966
11050,407,0.182172942831834,54217,60,9,14,6472,1,21,Mortgage,PhD,Widowed,16,51776.0,4,0.24859265448599924,0.39859265448599923
11051,684,0.0059417705901894,62154,18,3,19,12212,10,28,Mortgage,High School,Married,4,36636.0,4,0.25273640469073083,0.4027364046907308
11052,528,0.0964146209714001,81374,81,3,0,12471,17,6,Rent,High School,Widowed,1,162123.0,4,0.24129653850406704,0.39129653850406704
11053,829,0.7633125367574985,133454,48,2,1,18454,10,2,Mortgage,High School,Widowed,25,276810.0,5,0.2390886433670143,0.3890886433670143
11054,603,0.2573701817878503,179888,37,0,17,19788,8,1,Mortgage,High School,Widowed,23,356184.0,4,0.24512403886916273,0.3951240388691627
11055,710,0.6909655030162515,178287,48,6,8,13469,3,14,Rent,Bachelor,Widowed,14,282849.0,4,0.24921209089296942,0.3992120908929694
11056,642,0.0990683240412069,195318,45,5,19,15991,0,6,Own,PhD,Single,22,319820.0,4,0.2562992536229298,0.40629925362292985
11057,790,0.1646510678923759,109782,59,8,17,9726,7,17,Own,High School,Widowed,28,116712.0,2,0.2012629443644678,0.3512629443644678
11058,643,0.6339103753238905,67051,85,3,1,7034,4,0,Rent,High School,Married,1,105510.0,4,0.2534779886751108,0.40347798867511075
